Age,Annual Income,Spending Score,Previous Purchases,Campaign Engagement,Days Since Last Purchase,Gender,Marital Status,Children,Social Media Interaction,Email Click Rate,Online Browsing Time,Loyalty Points,Product Reviews,Customer Tenure,Response
20,99519,9,17,4,320,1,1,2,19,0.9517873193802738,176,1699,49,3,0
61,86115,8,9,2,307,0,1,3,1,0.8472007762401172,291,868,43,6,0
20,134988,44,15,0,320,1,1,1,9,0.9706024559894928,213,3056,37,8,0
39,73151,58,7,5,244,0,1,1,1,0.19407938501542432,104,1704,8,19,0
23,47040,67,5,2,355,0,0,1,8,0.5364083114619781,100,410,6,16,0
19,74772,13,18,3,135,0,1,3,8,0.439893569139445,94,788,30,18,0
40,126090,19,12,8,95,1,0,1,12,0.37695746185469625,104,2949,2,16,0
61,93832,98,14,1,224,0,1,0,9,0.4065159171076398,236,4909,7,18,0
19,57916,96,12,0,7,1,0,1,6,0.9036206753524043,129,1438,8,15,0
55,74871,49,0,9,13,1,1,1,12,0.6984459206413194,226,3658,14,12,0
34,56372,80,1,5,23,1,0,3,4,0.3247498922248464,155,4914,7,4,0
52,91707,82,12,0,191,0,0,0,11,0.37887831919797066,134,1644,16,16,0
51,69080,78,1,0,240,0,1,3,8,0.4685212532524722,276,647,49,19,0
40,136242,30,10,6,348,0,1,0,8,0.3669300013324843,107,82,31,4,0
47,72722,66,12,1,24,0,0,0,17,0.21007321024931958,216,4313,22,19,0
69,59048,77,9,3,128,0,1,3,7,0.43534701880132276,236,2797,0,16,0
25,115205,91,14,3,86,1,0,1,17,0.07952633733086634,298,2932,45,12,0
39,39777,59,0,1,232,0,0,2,9,0.8544203664031451,76,545,35,10,0
61,84711,53,13,5,288,0,0,2,0,0.8248699132250603,141,2606,6,10,0
53,66331,52,9,9,55,0,1,1,9,0.8919208679919836,76,3343,13,17,0
22,50968,81,17,1,189,1,0,2,4,0.4459105452249954,10,2784,9,3,0
30,83969,31,10,7,27,0,0,2,17,0.651229255326812,9,1186,20,3,0
46,133345,15,6,3,28,0,0,0,18,0.8099935336698117,1,777,33,7,0
48,41292,20,14,0,278,0,1,3,12,0.31485706484486053,0,2275,34,17,0
64,70794,5,2,6,171,0,0,3,5,0.6333846465197152,46,822,39,1,0
33,109459,7,1,5,37,1,1,1,16,0.4382322286323094,90,2172,47,4,0
59,147932,18,7,5,298,1,0,1,13,0.37371065555978933,82,2351,32,18,0
47,80192,56,7,2,265,0,1,3,5,0.8594734997619636,273,1283,11,4,0
33,57703,75,10,9,26,1,0,2,15,0.6240780375849324,290,4882,12,1,1
29,114193,96,15,6,135,1,1,1,8,0.6233955180157558,200,1083,30,3,1
34,99165,91,1,5,235,1,1,0,3,0.15686378221861075,61,2514,14,13,0
33,97650,90,4,9,244,0,1,3,17,0.34691820445596344,24,3881,34,6,0
29,86516,45,6,9,84,1,1,2,4,0.841258258126293,213,2537,8,8,0
25,129981,28,19,8,12,0,1,0,0,0.21349213762527797,106,4527,5,12,0
37,131398,50,12,2,57,0,1,3,14,0.9704636303522161,156,2613,36,0,0
20,121110,2,1,2,258,1,0,3,11,0.8318762170255027,79,2739,2,10,0
33,127885,84,2,3,99,1,1,2,13,0.26761456059129163,146,420,43,11,0
47,52257,68,8,2,103,1,0,1,11,0.10821896892653904,199,2925,39,14,0
62,130588,77,9,3,260,0,0,0,12,0.1695556890976485,203,2206,13,12,0
40,133356,24,12,5,277,1,1,0,2,0.24220202698340298,193,34,48,19,0
45,113509,48,12,0,65,0,0,0,13,0.23774726868971696,205,438,13,3,0
68,121273,45,4,1,88,1,1,3,6,0.016279311887926196,207,3800,22,10,0
57,81672,93,6,9,295,1,0,2,2,0.7153016190795949,242,2919,48,16,1
22,93308,58,16,5,87,1,1,2,8,0.977066755194324,97,4462,0,7,0
37,107583,36,14,5,4,0,0,3,3,0.2864342329450683,233,4461,35,17,0
57,149336,2,4,0,143,1,1,0,1,0.01627879335025051,9,1887,49,13,0
61,52113,18,6,5,116,0,1,0,2,0.918310107401148,199,4877,32,13,0
18,30694,49,1,8,270,1,1,2,0,0.20619983052131785,107,3363,23,3,0
47,45588,8,17,7,204,0,0,1,4,0.0071541188950347,280,3117,25,9,0
38,91756,58,9,9,74,1,0,3,8,0.22412246279095216,114,1256,9,2,0
37,94085,15,0,4,79,1,1,1,17,0.10401591554589829,26,3721,38,4,0
23,141359,17,13,3,17,1,1,0,12,0.7260468402391252,9,494,17,12,0
39,144384,23,18,5,216,1,0,3,18,0.0016415783293450836,38,569,9,19,0
35,91142,66,15,4,101,1,0,3,18,0.441351509828555,270,3825,5,4,1
25,94373,70,18,5,131,1,0,1,6,0.49195211043306064,140,1255,34,1,1
56,115603,93,5,9,308,0,0,3,6,0.7842027148945,32,3295,4,15,0
49,36704,27,11,2,57,1,0,2,14,0.5223643884885004,103,2117,8,6,0
50,70136,37,2,6,111,1,1,1,16,0.12473753582762726,10,2482,2,8,0
33,97507,49,6,7,84,0,1,2,2,0.4264802079570179,216,1772,46,1,0
29,77361,64,2,4,330,0,0,0,16,0.9345909157605461,150,783,47,1,0
55,88847,34,16,4,313,1,0,1,13,0.2368043089124453,43,2817,7,17,0
69,136359,18,14,3,115,0,1,3,4,0.2994683284436618,69,616,9,12,0
51,41441,64,18,9,314,0,1,1,6,0.8732588138925137,240,2726,42,5,1
31,127012,74,18,4,161,1,0,2,18,0.7859647736068687,209,2269,24,3,1
53,148906,44,10,9,285,0,0,2,18,0.2955167248289037,240,2055,49,1,0
50,44677,17,19,7,323,1,0,0,0,0.7083729565568953,169,4610,35,5,0
40,57818,59,1,4,205,0,1,3,18,0.08511557521679602,128,4555,2,12,0
67,31868,13,6,8,330,0,0,3,16,0.5429940223259239,219,1468,39,0,0
62,113591,52,18,0,67,0,1,0,14,0.8709759315709663,189,818,26,0,0
19,97264,60,6,6,247,1,0,2,7,0.842517330577973,86,2855,22,1,0
58,103168,42,9,4,56,1,0,3,7,0.2028453412506993,233,1778,43,16,0
38,42043,91,11,3,164,1,1,3,0,0.5331654457534472,134,2821,30,13,0
19,101939,64,17,2,165,1,0,2,19,0.3984610068269152,83,2662,33,19,0
44,45732,66,5,9,296,1,1,0,8,0.5608556077368267,264,3757,3,8,0
26,85244,34,19,6,3,1,0,2,1,0.0750728488107203,266,1966,11,19,0
18,48526,95,7,1,294,0,1,3,0,0.9813556438038745,5,3655,48,11,0
28,39340,87,4,4,364,0,1,1,15,0.5635144388697018,58,2151,46,4,0
20,134488,71,2,1,105,1,0,0,12,0.11928965231085797,109,2170,36,5,0
69,52394,64,1,6,107,0,0,1,10,0.642268421944959,17,4055,47,5,0
40,128557,33,5,5,169,1,1,2,0,0.007713489750833524,284,3743,18,16,0
43,34102,12,6,9,266,1,0,0,5,0.006467072218631409,43,3237,16,14,0
21,131846,76,7,6,266,0,1,0,0,0.17914656861363332,160,4918,25,18,0
35,49159,19,3,8,53,0,1,0,5,0.27092882420399234,37,898,22,17,0
23,95092,9,11,1,165,1,0,2,8,0.2631604486531808,236,2479,24,19,0
52,36212,74,11,8,253,1,1,0,12,0.4431716653856965,100,738,41,11,1
39,127360,17,16,6,275,0,0,0,15,0.5131946821309225,168,1151,5,8,0
60,67405,50,18,1,153,0,0,3,19,0.42215176802355203,271,2745,19,18,0
32,107061,39,8,9,127,0,1,0,3,0.37388870813432074,293,1577,4,6,0
39,124296,41,11,1,75,1,1,3,19,0.6701398743473544,62,2216,28,14,0
54,85186,10,16,3,220,1,0,0,10,0.24833702731484886,226,4345,34,4,0
69,74239,12,9,1,269,1,1,2,12,0.6278065256993617,227,4747,35,1,0
59,140804,79,18,0,122,1,1,0,0,0.956667539918459,264,2811,41,16,0
29,122993,95,10,5,24,1,0,0,2,0.4717731943660678,142,2776,34,10,1
64,143551,15,19,9,105,0,0,2,10,0.5111976200400261,223,3803,11,9,0
66,40532,28,12,4,105,1,0,0,19,0.7282787194956213,264,4552,25,18,0
59,109054,4,3,2,102,1,1,1,7,0.5073957904681337,299,4524,46,14,0
55,102012,36,14,0,265,1,1,0,0,0.14390750589094714,100,4387,22,6,0
35,147836,65,11,8,13,0,0,0,18,0.6107033434214247,208,4411,44,8,1
62,115279,98,9,7,132,1,0,3,13,0.5087734642177975,240,2024,3,3,1
52,96540,47,6,5,21,0,0,3,17,0.951476551810671,38,375,7,8,0
47,138590,81,1,5,74,1,0,1,5,0.09300344159864704,178,2961,26,0,0
41,133021,39,6,3,284,1,1,2,8,0.536468341038835,39,454,27,6,0
59,33271,38,7,1,243,0,1,0,8,0.6169309321611369,245,215,7,15,0
47,75482,44,18,3,255,0,0,3,14,0.6198942454013211,62,2082,43,2,0
31,30209,51,5,1,145,1,1,1,4,0.059700722379761983,133,4629,13,1,0
23,120999,97,7,6,211,0,1,2,18,0.3278307191076917,37,2970,40,0,0
20,35539,85,19,8,248,0,1,3,8,0.26254298568058865,261,1409,5,3,1
33,144841,26,3,1,34,0,0,2,8,0.6799869619800036,114,714,40,19,0
24,49977,36,19,8,326,1,0,1,16,0.7354121797715261,50,1433,21,18,0
69,104142,69,8,8,252,1,1,2,14,0.20926939481021312,116,3462,24,0,1
31,139920,97,4,7,349,1,0,2,9,0.8260803964617704,223,2258,7,3,0
26,129588,1,5,0,259,1,0,1,8,0.48503385812388433,97,338,38,14,0
32,98684,53,18,4,306,0,1,2,18,0.2629608279394592,161,2761,39,9,0
38,129072,6,11,9,349,1,1,1,6,0.29975303870841263,219,3904,30,0,0
52,35607,37,4,3,285,0,0,2,12,0.2635372644285936,60,4560,3,12,0
19,115122,2,4,6,349,1,1,3,1,0.6044417920645636,213,3401,17,11,0
44,124786,69,17,7,180,1,1,3,17,0.5270658482053552,177,2708,34,17,1
19,81939,90,5,9,209,0,1,3,7,0.9387299609678159,31,912,35,1,0
52,48594,41,8,7,109,1,0,3,7,0.2736890133113843,57,4777,16,12,0
35,88382,51,10,1,329,1,1,1,19,0.3191773481993673,47,2987,42,14,0
31,37399,47,13,2,141,1,1,2,8,0.006477339535776783,108,2986,33,6,0
37,55117,13,1,9,163,0,0,1,12,0.29833868867201296,272,2837,39,18,0
35,128662,76,13,9,86,1,0,0,19,0.2508800315031322,137,4957,19,1,1
27,63617,69,18,6,139,0,0,2,11,0.4019957398652685,206,3324,47,0,1
42,37498,66,9,3,331,0,0,1,6,0.4956405720405481,49,3107,29,13,0
19,132826,59,4,5,161,1,1,2,12,0.670251195807824,37,4688,9,1,0
42,147232,68,3,7,25,1,0,2,12,0.1918885142770732,111,2544,35,17,0
50,141077,59,6,7,133,1,0,0,3,0.5564188462517122,167,4405,37,14,0
53,146519,91,12,6,356,1,0,3,1,0.7286428652352198,130,986,46,4,1
48,80624,10,9,1,114,0,1,2,1,0.24118211049743932,221,1056,47,19,0
31,39628,13,9,1,180,0,0,2,4,0.3512115976379826,30,1155,44,13,0
18,30329,2,3,2,361,1,0,0,1,0.20511861769737438,271,2587,31,10,0
63,68619,90,15,3,358,1,1,1,14,0.11103206396373899,27,459,17,12,0
33,37032,15,14,0,146,1,1,3,1,0.756204064441924,164,2035,47,10,0
63,78094,46,10,4,359,0,1,1,1,0.2400635989086053,72,2153,32,3,0
69,68034,57,18,6,214,1,1,1,19,0.3675686895702055,98,4720,14,3,0
20,132658,10,2,9,76,1,1,1,7,0.24768684834217736,35,4384,43,11,0
52,116158,22,14,4,94,1,1,3,4,0.04382466788067174,165,4200,43,9,0
58,85264,89,15,6,217,0,1,1,15,0.7289903193580382,192,1272,34,16,1
23,124120,79,13,4,362,0,0,1,13,0.6433299418884232,33,3385,23,1,0
42,77850,77,4,9,51,1,0,3,7,0.4761260922560414,149,3047,30,19,0
30,34722,8,16,7,273,0,0,3,10,0.6743359113814086,93,1073,31,10,0
51,47772,21,17,6,174,1,1,0,10,0.8464998964856051,178,3456,32,1,0
25,116105,85,18,0,312,1,1,1,7,0.6184624913776215,199,4631,39,1,0
38,71679,22,0,0,32,0,0,0,15,0.90678522519685,257,1170,49,19,0
51,98771,97,8,4,359,1,1,2,7,0.20149519407637384,93,2961,43,12,1
21,34576,45,13,1,131,0,0,0,19,0.8833576198857341,282,3167,42,19,0
42,56707,91,19,8,274,0,0,0,19,0.5415348222537694,97,2475,41,12,1
32,129404,40,19,1,6,1,0,0,11,0.8416257405472413,287,3461,35,16,0
21,71632,22,10,8,226,1,1,0,4,0.7438095408977811,217,208,10,14,0
62,71476,30,1,9,254,1,0,1,2,0.057639861350987864,150,2059,31,13,0
29,147220,62,19,1,281,1,1,2,17,0.8377957629761962,40,102,46,0,0
49,60285,73,4,3,235,1,0,2,0,0.33728848078978524,87,4287,2,15,0
49,54154,45,14,2,342,0,0,3,18,0.42313524919895384,1,3767,48,15,0
45,50054,35,11,5,353,0,0,2,12,0.011074536248939726,61,310,7,10,0
30,47165,82,13,3,183,0,1,0,10,0.7587215275716062,232,2354,32,18,0
48,44439,42,10,8,198,0,0,3,0,0.46695731052669887,223,3647,38,15,0
31,148211,5,8,8,202,0,0,0,17,0.9396183107860041,119,351,18,6,0
37,74518,27,19,9,135,1,1,1,18,0.2809979464821961,52,4994,34,14,0
35,118051,70,7,8,287,0,0,1,12,0.49607177865376795,56,2137,40,19,1
46,56962,62,11,2,289,1,0,2,7,0.4111348370036698,47,4299,44,9,0
23,83934,32,2,2,145,1,0,0,17,0.7921100117488042,206,3889,7,17,0
49,138085,8,14,3,206,0,0,0,1,0.5356435392611277,133,923,25,16,0
46,67763,85,7,8,54,0,1,0,18,0.4598779315093482,108,4569,18,17,1
60,146189,18,6,5,298,0,0,3,18,0.946819753907672,72,3973,43,6,0
19,140290,78,16,8,249,1,0,3,4,0.37794331648662804,56,1284,8,8,1
40,94094,15,11,7,274,1,1,3,7,0.49001900648946073,262,2998,37,13,0
36,140814,26,19,6,204,1,1,2,19,0.554140838179994,29,4449,34,0,0
48,49464,53,17,4,312,0,0,2,2,0.05386484858456886,54,2042,6,16,0
68,72036,44,17,8,191,1,0,0,1,0.5265121651585598,149,2302,3,0,0
22,125949,32,14,3,335,1,0,0,5,0.33579998763100516,259,3893,5,10,0
36,63270,28,2,3,1,0,1,2,15,0.650246810462248,4,445,33,17,0
51,72299,39,18,7,184,1,1,3,14,0.6436247536405311,131,2146,15,12,0
27,115805,32,14,3,161,1,1,3,3,0.7112985765648949,170,448,9,12,0
42,61541,77,15,6,48,0,0,3,1,0.3991502762368071,14,67,35,17,0
19,103545,79,16,3,89,1,0,3,13,0.10478761702944794,233,890,13,19,0
28,112543,18,0,0,250,0,1,3,5,0.4391531982923853,83,3020,6,17,0
67,121998,70,10,9,21,0,1,2,19,0.5521865160311454,185,871,1,5,1
48,107078,11,5,8,211,1,0,1,19,0.024850251207478524,288,948,30,12,0
32,112970,32,8,3,233,1,1,1,3,0.5473629997844208,94,1556,28,5,0
26,59765,20,19,2,171,0,0,1,19,0.3992763272725266,229,1619,16,7,0
40,53769,97,15,2,90,1,1,0,0,0.4784574081551983,235,95,15,17,0
36,118001,40,5,8,162,1,0,0,13,0.3033362435038315,255,3416,6,0,0
26,117404,8,11,7,284,0,1,3,2,0.49213952899143054,280,1350,49,11,0
52,50156,35,18,9,5,0,0,0,3,0.8818406706371703,292,1452,14,0,0
38,115836,69,12,6,243,0,1,2,19,0.7878490484634785,17,861,27,11,0
26,148706,99,12,6,340,0,1,1,13,0.616044178403239,280,342,45,13,0
45,80481,78,3,3,158,0,1,2,19,0.6265771060247365,34,4792,5,4,0
63,43435,21,8,2,122,0,1,2,18,0.8953903751959995,124,3220,44,11,0
68,99650,24,13,3,359,1,1,2,8,0.47969617728696967,255,1504,5,1,0
24,76336,17,13,5,187,1,1,3,13,0.5393466800594673,11,3354,26,5,0
33,66135,18,16,3,13,0,0,3,3,0.8601785638861535,93,3789,33,15,0
33,103631,98,4,3,69,0,1,3,3,0.7547172593087352,149,4647,13,1,0
50,67909,12,18,1,138,0,0,0,11,0.4330611572483095,58,3061,40,2,0
21,99487,16,1,6,357,0,1,3,7,0.3052623169036931,212,2462,16,14,0
21,51468,4,12,5,324,0,1,0,15,0.5178186903846146,60,2311,9,17,0
56,122609,89,10,1,78,1,0,2,10,0.12061118318563302,160,3708,48,10,0
57,77655,34,1,4,293,0,0,1,6,0.6804382393486844,146,962,1,5,0
34,64341,92,0,5,317,1,0,3,19,0.46444778965861955,147,162,13,16,0
54,141663,46,2,4,79,0,1,0,13,0.5949879096016085,132,330,20,4,0
56,94182,75,11,3,145,1,1,0,9,0.8461988350150822,221,1779,34,9,0
69,81786,77,6,8,224,1,0,3,1,0.35632051839038925,114,1007,27,10,1
46,98304,31,0,2,226,0,0,3,12,0.4971679502096905,262,2163,35,7,0
69,133606,25,8,1,179,0,0,2,8,0.5556905517244798,174,3937,40,2,0
53,76514,74,17,8,23,0,1,0,17,0.28017485375033513,208,2646,44,16,1
55,63979,24,19,7,98,1,0,1,9,0.27483572449042815,244,4804,19,5,0
56,120887,65,5,8,269,0,0,2,13,0.5262224860376562,97,3485,6,0,0
67,110981,25,8,9,93,0,1,0,2,0.2571631481285592,134,932,21,14,0
54,85107,28,7,2,279,1,0,2,6,0.8612023332479919,209,655,44,16,0
69,144119,36,17,0,268,1,1,2,10,0.994875163197213,63,3526,49,7,0
52,31160,82,14,0,146,0,0,3,5,0.21085217948456636,262,4724,27,1,0
24,117897,6,0,2,284,0,0,1,14,0.575258389055809,90,1791,19,14,0
44,102577,66,13,3,21,0,0,1,14,0.14537804398190646,270,2049,31,15,0
45,114303,67,17,1,1,0,0,0,7,0.18557130759633467,33,2221,18,16,0
39,40846,72,18,7,102,0,0,2,12,0.7659689834543612,193,2052,27,4,1
31,134180,95,18,2,35,0,1,3,11,0.19968010730968822,266,556,24,5,0
24,49924,48,9,3,293,0,0,0,11,0.7490011765920678,197,2790,21,5,0
54,141193,83,19,5,273,1,0,0,8,0.40402871946656493,9,1020,1,10,0
39,43882,70,5,9,50,1,0,0,19,0.47945935435284925,210,654,20,7,0
22,110274,78,16,5,142,1,0,1,16,0.2594116990165857,202,379,5,14,0
19,116555,67,13,1,16,1,1,2,14,0.5489812819690228,91,553,32,3,0
44,31095,48,12,5,76,0,0,2,12,0.33155491766961975,108,2433,41,7,0
38,134205,65,7,3,277,0,1,3,13,0.17456614419517302,11,471,45,0,0
55,70983,44,9,4,122,1,1,1,7,0.1390730563754976,120,3740,2,3,0
32,141215,94,8,6,345,1,1,1,12,0.9996569619516414,219,604,23,15,1
38,44123,63,4,6,173,0,1,0,2,0.3456329779463594,4,724,11,7,0
27,123668,46,3,5,131,0,0,3,7,0.80492473255548,274,152,4,19,0
40,96615,19,5,9,262,1,1,0,5,0.3413851026904785,235,1429,21,18,0
56,125193,64,5,5,270,1,0,3,10,0.6229592627329691,36,4434,19,2,0
22,75278,83,12,5,207,1,1,3,9,0.8411624732337706,27,3261,32,14,0
18,127911,73,3,3,295,1,1,1,7,0.696034064597799,299,2700,3,17,0
30,120290,71,7,2,225,0,1,1,7,0.06907620158694983,170,1407,25,16,0
38,81999,50,4,0,188,0,1,2,6,0.19277595215810928,196,3256,15,0,0
43,61153,63,1,2,357,0,1,2,18,0.8735835140232093,239,2336,19,18,0
67,48344,41,8,2,143,1,0,2,11,0.47122317856486995,215,1278,35,8,0
62,129777,7,10,8,353,0,0,1,2,0.5984696331627841,119,2592,18,15,0
38,67656,9,19,2,250,1,0,0,10,0.02445282672870297,275,2359,30,9,0
35,100515,4,19,7,244,0,1,3,12,0.48731664879522285,133,1419,43,6,0
54,31212,89,10,7,17,1,1,3,15,0.4308564610955402,219,2925,2,15,1
62,39001,49,6,2,202,1,0,2,8,0.6861960227070986,127,4822,14,9,0
49,108784,76,13,9,203,0,1,3,15,0.27444740887611585,267,2298,48,9,1
53,128723,6,5,9,1,0,1,3,4,0.7438909045175011,116,2012,10,16,0
34,111144,82,3,5,53,0,1,1,7,0.6708958600549567,86,3131,15,11,0
52,66427,21,5,7,165,1,0,1,11,0.5097116953252202,62,2368,46,16,0
66,61368,15,2,7,352,1,0,3,2,0.37565091769612535,6,3223,38,17,0
28,100819,67,5,9,328,1,1,0,2,0.30199155359774854,256,4536,40,6,0
38,91160,66,2,9,142,0,0,2,12,0.5350995284109162,218,2082,42,11,0
69,55854,56,0,8,91,1,1,3,2,0.5768239184306114,149,1718,46,7,0
43,40715,68,17,8,7,0,0,3,8,0.4481320655824843,42,2921,0,17,0
21,111701,32,3,7,251,1,0,2,0,0.32057446803411516,294,2586,31,16,0
51,88784,66,5,6,99,0,0,1,5,0.8799003914884252,202,4695,7,14,0
69,129644,29,16,9,38,1,0,2,18,0.3102129284712857,170,2562,18,10,0
65,56797,66,17,2,135,0,1,0,15,0.6721658995018517,148,3712,25,11,0
35,77573,34,5,6,361,0,0,3,0,0.9048254715309964,116,1342,40,6,0
57,106120,27,1,3,49,1,0,3,9,0.646849712747493,14,2427,20,16,0
52,44780,60,11,1,82,1,1,3,1,0.3659231100050251,165,2140,21,14,0
58,67905,39,11,7,253,1,1,2,2,0.29720788794732445,278,3756,45,1,0
46,51573,44,3,1,195,1,0,0,6,0.8534017453022273,90,2756,10,4,0
69,146049,82,15,0,26,0,1,3,5,0.48995639091038723,210,554,6,13,0
46,63359,36,19,4,76,1,0,1,14,0.5933679616128903,236,1146,5,2,0
55,96062,19,9,9,293,0,0,0,1,0.5962998059448126,203,1035,24,7,0
59,103391,91,9,8,254,1,0,0,16,0.5338017312118177,278,987,31,14,1
38,73463,45,6,4,20,1,0,0,18,0.931326325721382,178,2762,32,4,0
59,129596,84,13,1,217,0,1,0,13,0.9310341759168257,247,4220,30,2,0
30,146342,21,6,9,44,1,1,1,16,0.040421489963585744,45,4389,15,17,0
66,125018,23,11,3,181,1,0,0,18,0.5056660505352408,248,290,35,4,0
58,46571,94,10,7,285,1,1,1,1,0.5655676761934985,237,4204,16,0,1
34,127276,89,16,6,350,1,1,2,15,0.9255584663940035,245,4367,44,15,1
26,49142,95,10,4,143,1,0,2,19,0.0696576605377931,93,996,25,3,0
58,55104,27,2,3,51,1,0,2,15,0.7890745201102476,59,1247,22,4,0
18,38625,98,18,4,250,0,0,2,2,0.6424186903040777,168,1087,35,10,1
19,69199,72,3,6,105,0,0,1,13,0.7324992169588562,253,3001,44,13,0
65,45926,19,7,4,296,1,1,3,6,0.29170536699774197,6,2639,48,11,0
46,61218,41,13,7,198,0,0,1,9,0.7466127344218589,234,4960,46,11,0
50,74472,26,19,6,336,1,0,2,8,0.28267228690889934,275,679,48,4,0
27,121916,28,13,6,279,1,1,3,7,0.6756675729352654,171,3475,10,9,0
67,50566,64,15,8,147,1,0,3,14,0.7870224651006686,299,676,41,2,1
57,86125,68,14,7,102,0,0,3,11,0.7833066542126906,139,3302,29,7,1
38,63205,95,11,7,1,0,1,3,5,0.5443727880669361,58,892,24,16,1
45,139084,80,15,5,255,1,1,0,14,0.41356722904285814,233,2633,33,10,1
28,59717,51,19,6,59,1,0,2,14,0.24355403210118676,161,399,43,15,0
51,79984,74,18,7,306,1,0,2,7,0.03349528124485035,243,3972,20,10,0
25,137292,48,4,4,90,0,1,2,11,0.04889506573945368,299,1811,1,16,0
39,55135,10,11,9,100,0,0,1,19,0.4185156416264514,80,4151,2,17,0
25,58164,73,4,1,113,1,1,2,1,0.09493659854855963,295,3162,4,9,0
66,104489,39,9,6,261,1,1,2,8,0.11196344260238766,129,1322,44,18,0
32,68562,19,16,9,53,1,0,2,7,0.19470133043283888,188,4657,1,5,0
34,99110,64,14,2,187,1,1,1,7,0.481307450225695,20,58,30,8,0
40,50169,19,7,9,26,0,0,2,3,0.5917506263409766,139,83,22,6,0
41,89858,76,7,7,239,0,1,2,4,0.6942664665382515,251,2956,13,12,1
62,51604,62,7,5,79,0,1,0,16,0.48622000785089814,77,1009,17,14,1
36,119670,13,9,3,189,0,0,2,6,0.6647366145048167,222,3022,10,0,0
22,144605,25,19,1,318,1,0,3,0,0.8621081726395335,87,3363,14,8,0
49,118738,89,12,6,354,0,1,1,9,0.3741630234682426,139,4658,20,19,1
61,30684,92,15,0,90,1,0,3,13,0.688238936346168,216,2074,4,17,0
18,132537,42,8,6,34,0,1,0,18,0.6585058048569608,227,3642,2,14,0
40,145265,39,15,9,57,0,0,2,8,0.6364956587537904,13,1333,17,9,0
54,141301,30,9,9,188,0,0,1,10,0.5834959594126946,151,1475,7,4,0
25,38007,5,2,6,252,1,0,0,11,0.7261578165721041,153,4934,37,1,0
30,144915,81,13,9,35,0,0,1,0,0.8185433046051453,195,3847,25,8,1
25,130632,18,12,2,357,0,1,3,19,0.39212947880215865,63,3086,31,14,0
40,147419,21,3,3,91,0,0,0,16,0.6547631967558177,167,2024,12,12,0
60,71787,86,3,3,55,0,0,1,0,0.24851090742324422,156,1308,9,6,0
18,79582,50,5,3,66,0,0,3,0,0.7560062366009884,145,742,0,0,0
62,104791,6,18,8,312,0,0,0,17,0.8803933176248171,195,1939,41,4,0
68,127798,50,10,5,168,1,0,2,8,0.7614726026563728,122,3264,10,19,0
41,113629,80,7,9,286,1,0,2,16,0.49109073745783616,96,3590,4,4,1
52,35782,66,13,8,130,1,0,3,12,0.13343756797505602,65,2045,0,19,0
41,96770,1,7,3,165,1,1,2,16,0.873103084313109,267,2542,0,16,0
34,87645,57,13,6,51,0,1,2,10,0.8146216226032875,277,1289,18,6,0
22,133509,30,6,9,151,1,0,0,16,0.6980038104719946,141,2938,49,16,0
37,129724,58,17,8,104,1,1,0,8,0.8514848751314773,264,4911,4,0,0
38,61996,52,11,9,91,1,0,0,13,0.5330267982558303,201,3141,11,1,0
57,59204,37,13,2,200,0,1,0,0,0.9907823687332539,262,2125,27,12,0
48,47152,48,14,2,292,0,0,0,7,0.8370727263553348,185,2442,36,18,0
63,85186,87,17,5,218,0,0,0,1,0.1635962756528644,275,1746,22,2,0
53,137900,1,11,7,66,1,0,2,3,0.402153799760836,78,4818,4,11,0
28,120555,19,9,0,168,1,1,0,17,0.17013502660989843,179,3996,22,9,0
69,115024,46,11,3,304,0,0,1,12,0.22426072679134446,114,2604,23,12,0
32,132659,67,7,7,27,0,0,1,13,0.5009724698177711,215,1122,16,6,1
36,49689,2,5,5,287,1,0,3,10,0.36139931179364126,193,3094,3,17,0
24,80690,56,18,1,354,1,0,1,10,0.9097404785622897,19,1103,16,4,0
68,124042,17,0,7,326,0,0,0,7,0.00011613978421121107,280,3573,29,5,0
45,113251,92,12,0,31,0,1,2,11,0.010355339716699774,120,4836,43,13,0
68,87320,82,15,0,165,1,1,1,0,0.9203668442444569,35,2619,24,3,0
60,94226,97,17,6,135,0,1,0,15,0.239018241946381,2,3642,16,6,0
22,86091,79,11,9,67,0,0,0,17,0.002471646702859598,46,4352,13,12,0
22,136565,22,4,2,153,0,0,2,0,0.4376162402473823,139,1779,22,12,0
47,109301,27,12,7,325,0,0,0,19,0.19564854378064445,187,4324,23,5,0
49,51942,55,7,8,303,0,1,0,17,0.053329898760455574,224,3087,16,16,0
25,68712,32,5,7,95,1,0,1,9,0.530469879033144,283,3032,45,6,0
27,135430,60,2,0,196,1,1,1,10,0.1401779955194532,74,1045,16,12,0
55,95277,83,19,0,107,0,0,3,15,0.8368785396840472,80,1482,13,16,0
64,79632,28,3,5,45,1,0,3,4,0.30216246631408417,231,554,14,14,0
49,68031,28,11,0,185,1,1,1,0,0.2216573133854235,30,62,18,10,0
65,50478,74,12,7,322,0,0,1,17,0.7397568887196758,248,4996,4,17,1
45,52551,84,1,5,284,0,0,3,6,0.8486483476977635,196,1387,16,10,0
34,78068,25,18,4,82,1,1,3,0,0.09310058211711858,110,3608,32,0,0
48,123608,85,3,5,137,1,1,1,1,0.1515718897074736,193,2740,38,10,0
25,65561,78,12,3,326,1,1,0,1,0.4745501252325779,76,2703,5,0,0
57,32892,86,18,0,236,0,0,0,15,0.5902208057646473,19,1759,24,6,0
